attemptdate,attemptresult,userid,type,maxsessionuid
2020-03-18 16:19:20,LOGIN,HBA1784,LIMITED,892422
2020-03-18 16:19:30,LOGIN,HBA1990,AUTHORIZED,891974
2020-03-18 16:19:51,LOGOUT,HBA2279,AUTHORIZED,892230
2020-03-18 16:20:37,LOGIN,HBA1988,LIMITED,892231
2020-03-18 16:21:17,TIMEOUT,HBA1894,AUTHORIZED,892312
2020-03-18 16:21:17,TIMEOUT,HBA1746,LIMITED,891968
2020-03-18 16:22:00,LOGOUT,HBA1988,LIMITED,892231
2020-03-18 16:22:04,TIMEOUT,HBA2284,AUTHORIZED,892041
2020-03-18 16:22:18,LOGIN,HBA1988,LIMITED,892232
2020-03-18 16:22:39,LOGOUT,HBA1990,AUTHORIZED,891974
2020-03-18 16:22:59,LOGIN,HBA1970,LIMITED,892070
2020-03-18 16:23:45,LOGIN,HBA2114,LIMITED,891975
2020-03-18 16:23:46,TIMEOUT,HBA2220,AUTHORIZED,892311
2020-03-18 16:23:53,TIMEOUT,HBA1907,LIMITED,892504
2020-03-18 16:24:30,LOGIN,HBA1936,LIMITED,892508
2020-03-18 16:25:11,LOGOUT,HBA1988,LIMITED,892232
2020-03-18 16:25:14,TIMEOUT,HBA2026,EXPRESS,891970
2020-03-18 16:26:50,LOGIN,HBA2134,LIMITED,891976
2020-03-18 16:27:05,LOGOUT,HBA1935,LIMITED,892128
2020-03-18 16:27:32,LOGIN,HBA1869,LIMITED,892135
2020-03-18 16:27:32,LOGOUT,HBA1869,LIMITED,892135
2020-03-18 16:27:34,LOGIN,HBA1869,LIMITED,892136
2020-03-18 16:27:36,TIMEOUT,HBA1970,LIMITED,892070
2020-03-18 16:27:56,TIMEOUT,HBA2094,AUTHORIZED,892315
2020-03-18 16:27:56,LOGIN,HBA2094,AUTHORIZED,892317
2020-03-18 16:27:56,LOGOUT,HBA2094,AUTHORIZED,892317
2020-03-18 16:27:59,LOGIN,HBA2094,AUTHORIZED,892318
2020-03-18 16:29:49,LOGIN,HBA1990,AUTHORIZED,891977
2020-03-18 16:29:49,LOGIN,HBA1990,AUTHORIZED,891978
2020-03-18 16:29:49,TIMEOUT,HBA2094,AUTHORIZED,892318
2020-03-18 16:30:04,TIMEOUT,HBA1888,AUTHORIZED,892314
2020-03-18 16:31:03,LOGIN,HBA1890,LIMITED,892233
2020-03-18 16:31:27,LOGIN,HBA2094,AUTHORIZED,892319
2020-03-18 16:31:27,LOGOUT,HBA2094,AUTHORIZED,892319
2020-03-18 16:31:28,LOGIN,HBA2094,AUTHORIZED,892320
2020-03-18 16:32:26,LOGOUT,HBA1985,LIMITED,891973
2020-03-18 16:33:34,TIMEOUT,HBA2260,EXPRESS,892229
2020-03-18 16:33:43,LOGOUT,HBA1990,AUTHORIZED,891978
2020-03-18 16:33:43,LOGOUT,HBA1990,AUTHORIZED,891977
2020-03-18 16:34:28,LOGIN,HBA1970,LIMITED,891979
2020-03-18 16:35:20,LOGIN,HBA1646,LIMITED,892071
2020-03-18 16:35:25,LOGIN,HBA1990,AUTHORIZED,891981
2020-03-18 16:35:25,LOGIN,HBA1990,AUTHORIZED,891980
2020-03-18 16:35:32,LOGIN,HBA1646,LIMITED,892423
2020-03-18 16:35:49,TIMEOUT,HBA2269,LIMITED,891972
2020-03-18 16:36:21,TIMEOUT,HBA2292,AUTHORIZED,892133
2020-03-18 16:37:36,LOGIN,HBA2292,AUTHORIZED,892137
2020-03-18 16:39:00,TIMEOUT,HBA1939,AUTHORIZED,892122
2020-03-18 16:39:15,LOGOUT,HBA1990,AUTHORIZED,891980
2020-03-18 16:39:15,LOGOUT,HBA1990,AUTHORIZED,891981
2020-03-18 16:39:20,LOGOUT,HBA1646,LIMITED,892423
2020-03-18 16:40:06,TIMEOUT,HBA1612,LIMITED,892065
2020-03-18 16:40:23,TIMEOUT,HBA2243,AUTHORIZED,892118
2020-03-18 16:40:25,TIMEOUT,HBA1970,LIMITED,891979
2020-03-18 16:41:03,LOGIN,HBA2243,AUTHORIZED,892138
2020-03-18 16:42:30,TIMEOUT,HBA1869,LIMITED,892136
2020-03-18 16:42:39,TIMEOUT,HBA2346,LIMITED,892419
2020-03-18 16:43:22,LOGIN,HBA2021,LIMITED,892072
2020-03-18 16:44:19,TIMEOUT,HBA2223,LIMITED,891660
2020-03-18 16:44:35,LOGIN,HBA2346,LIMITED,892234
2020-03-18 16:45:43,TIMEOUT,HBA2021,LIMITED,892072
2020-03-18 16:47:10,LOGIN,HBA2220,AUTHORIZED,892321
2020-03-18 16:47:12,LOGIN,HBA2096,LIMITED,891662
2020-03-18 16:47:26,LOGIN,HBA1612,LIMITED,892073
2020-03-18 16:47:55,LOGIN,HBA2346,LIMITED,892424
2020-03-18 16:48:04,SYSLOGOUT,HBA1919,AUTHORIZED,892045
2020-03-18 16:48:06,LOGIN,HBA1700,LIMITED,891982
2020-03-18 16:48:11,LOGIN,HBA2133,AUTHORIZED,892074
2020-03-18 16:48:17,LOGIN,HBA2012,LIMITED,892425
2020-03-18 16:48:31,LOGOUT,HBA2346,LIMITED,892234
2020-03-18 16:49:37,TIMEOUT,HBA2343,AUTHORIZED,892134
2020-03-18 16:49:55,TIMEOUT,HBA2330,LIMITED,892507
2020-03-18 16:50:09,LOGOUT,HBA2096,LIMITED,891662
2020-03-18 16:50:33,LOGIN,HBA1726,LIMITED,892075
2020-03-18 16:51:31,LOGOUT,HBA2133,AUTHORIZED,892074
2020-03-18 16:53:29,LOGIN,HBA2133,AUTHORIZED,892076
2020-03-18 16:53:47,LOGIN,HBA2266,LIMITED,891983
2020-03-18 16:53:51,TIMEOUT,HBA1700,LIMITED,891982
2020-03-18 16:54:14,LOGIN,HBA1996,LIMITED,892322
2020-03-18 16:56:38,LOGOUT,HBA1996,LIMITED,892322
2020-03-18 16:56:51,LOGOUT,HBA2133,AUTHORIZED,892076
2020-03-18 16:57:17,LOGOUT,HBA1850,LIMITED,892316
2020-03-18 16:57:21,TIMEOUT,HBA2134,LIMITED,891976
2020-03-18 16:58:05,SYSLOGOUT,HBA2025,LIMITED,892047
2020-03-18 17:00:01,LOGIN,HBA1813,LIMITED,892077
2020-03-18 17:00:06,LOGOUT,HBA1726,LIMITED,892075
2020-03-18 17:00:17,TIMEOUT,HBA1612,LIMITED,892073
2020-03-18 17:00:32,LOGOUT,HBA2243,AUTHORIZED,892138
2020-03-18 17:00:59,LOGOUT,HBA1745,LIMITED,892052
2020-03-18 17:01:00,LOGIN,HBA2269,LIMITED,891984
2020-03-18 17:02:14,LOGIN,HBA2343,AUTHORIZED,892323
2020-03-18 17:02:22,TIMEOUT,HBA2269,LIMITED,891984
2020-03-18 17:05:58,LOGOUT,HBA2050,LIMITED,0
2020-03-18 17:06:35,LOGIN,HBA1613,EXPRESS,891663
2020-03-18 17:06:45,LOGOUT,HBA2050,LIMITED,0
2020-03-18 17:07:11,TIMEOUT,HBA2021,LIMITED,892225
2020-03-18 17:07:11,LOGIN,HBA1824,AUTHORIZED,892235
2020-03-18 17:07:29,LOGOUT,HBA2050,LIMITED,0
2020-03-18 17:08:29,TIMEOUT,HBA1824,AUTHORIZED,892235
2020-03-18 17:08:29,LOGIN,HBA1620,LIMITED,892236
2020-03-18 17:09:04,TIMEOUT,HBA1617,LIMITED,892026
2020-03-18 17:09:16,LOGIN,HBA1888,AUTHORIZED,892324
2020-03-18 17:09:30,LOGOUT,HBA2050,LIMITED,0
2020-03-18 17:09:51,TIMEOUT,HBA2050,LIMITED,0
2020-03-18 17:10:41,LOGIN,HBA2172,AUTHORIZED,891985
2020-03-18 17:10:46,TIMEOUT,HBA2266,LIMITED,891983
2020-03-18 17:10:46,TIMEOUT,HBA2114,LIMITED,891975
2020-03-18 17:11:01,LOGIN,HBA2269,LIMITED,891986
2020-03-18 17:11:01,LOGOUT,HBA2269,LIMITED,891986
2020-03-18 17:11:03,LOGIN,HBA2269,LIMITED,891987
2020-03-18 17:12:08,TIMEOUT,HBA2094,AUTHORIZED,892320
2020-03-18 17:12:08,LOGIN,HBA2144,AUTHORIZED,892325
2020-03-18 17:12:08,LOGOUT,HBA2144,AUTHORIZED,892325
2020-03-18 17:12:12,LOGIN,HBA2144,AUTHORIZED,892326
2020-03-18 17:12:33,SYSLOGOUT,HBA1846,LIMITED,892210
2020-03-18 17:12:54,TIMEOUT,HBA2269,LIMITED,891987
2020-03-18 17:12:54,LOGIN,HBA1939,AUTHORIZED,891988
2020-03-18 17:13:26,TIMEOUT,HBA1936,LIMITED,892508
2020-03-18 17:14:35,TIMEOUT,HBA1890,LIMITED,892233
2020-03-18 17:14:35,LOGIN,HBA2171,LIMITED,892237
2020-03-18 17:16:01,LOGIN,HBA1993,LIMITED,892426
2020-03-18 17:18:20,TIMEOUT,HBA2012,LIMITED,892425
2020-03-18 17:18:25,SYSLOGOUT,HBA1718,LIMITED,891897
2020-03-18 17:21:43,LOGIN,HBA1935,LIMITED,892078
2020-03-18 17:22:47,LOGOUT,HBA1935,LIMITED,892078
2020-03-18 17:23:34,TIMEOUT,HBA2346,LIMITED,892424
2020-03-18 17:24:52,LOGIN,HBA2094,AUTHORIZED,892327
2020-03-18 17:24:52,LOGOUT,HBA2094,AUTHORIZED,892327
2020-03-18 17:24:55,LOGIN,HBA2094,AUTHORIZED,892328
2020-03-18 17:26:09,TIMEOUT,HBA2094,AUTHORIZED,892328
2020-03-18 17:27:03,LOGIN,HBA1722,LIMITED,892238
2020-03-18 17:27:34,TIMEOUT,HBA2144,AUTHORIZED,892326
2020-03-18 17:27:50,LOGIN,HBA1633,EXPRESS,892329
2020-03-18 17:29:56,TIMEOUT,HBA1722,LIMITED,892238
2020-03-18 17:30:10,LOGIN,HBA1907,LIMITED,892509
2020-03-18 17:30:47,SYSLOGOUT,HBA2240,AUTHORIZED,892408
2020-03-18 17:30:59,LOGOUT,HBA1646,LIMITED,892071
2020-03-18 17:31:01,LOGIN,HBA1646,LIMITED,892079
2020-03-18 17:31:29,TIMEOUT,HBA1784,LIMITED,892422
2020-03-18 17:32:43,LOGOUT,HBA2171,LIMITED,892237
2020-03-18 17:33:38,TIMEOUT,HBA1939,AUTHORIZED,891988
2020-03-18 17:33:42,LOGIN,HBA1924,LIMITED,891989
2020-03-18 17:35:41,LOGIN,HBA1932,AUTHORIZED,892510
2020-03-18 17:35:56,LOGOUT,HBA1993,LIMITED,892426
2020-03-18 17:36:46,SYSLOGOUT,HBA1832,LIMITED,892409
2020-03-18 17:38:31,TIMEOUT,HBA1620,LIMITED,892236
2020-03-18 17:40:36,TIMEOUT,HBA1924,LIMITED,891989
2020-03-18 17:40:49,LOGIN,HBA2012,LIMITED,892427
2020-03-18 17:41:47,LOGOUT,HBA1813,LIMITED,892077
2020-03-18 17:42:20,TIMEOUT,HBA1633,EXPRESS,892329
2020-03-18 17:42:56,LOGOUT,HBA1646,LIMITED,892079
2020-03-18 17:43:33,SYSLOGOUT,HBA1709,LIMITED,892224
2020-03-18 17:44:10,TIMEOUT,HBA1613,EXPRESS,891663
2020-03-18 17:44:29,TIMEOUT,HBA2220,AUTHORIZED,892321
2020-03-18 17:44:32,TIMEOUT,HBA2050,LIMITED,0
2020-03-18 17:45:39,LOGIN,HBA1924,LIMITED,891990
2020-03-18 17:45:40,LOGOUT,HBA1924,LIMITED,891990
2020-03-18 17:45:41,LOGIN,HBA1924,LIMITED,891991
2020-03-18 17:45:43,LOGIN,HBA1620,LIMITED,892239
2020-03-18 17:47:12,LOGIN,HBA2021,LIMITED,891664
2020-03-18 17:48:06,LOGIN,HBA2336,EXPRESS,892240
2020-03-18 17:50:45,SYSLOGOUT,HBA1746,LIMITED,891968
2020-03-18 17:52:07,SYSLOGOUT,HBA2284,AUTHORIZED,892041
2020-03-18 17:52:49,TIMEOUT,HBA2336,EXPRESS,892240
2020-03-18 17:54:07,TIMEOUT,HBA2292,AUTHORIZED,892137
2020-03-18 17:54:31,LOGIN,HBA2346,LIMITED,892428
2020-03-18 18:01:48,LOGOUT,HBA2050,LIMITED,892506
2020-03-18 18:02:24,LOGOUT,HBA1620,LIMITED,892239
2020-03-18 18:03:00,TIMEOUT,HBA1907,LIMITED,892509
2020-03-18 18:03:34,SYSLOGOUT,HBA2260,EXPRESS,892229
2020-03-18 18:04:15,TIMEOUT,HBA2343,AUTHORIZED,892323
2020-03-18 18:06:18,LOGIN,HBA1869,LIMITED,891992
2020-03-18 18:07:41,TIMEOUT,HBA1932,AUTHORIZED,892510
2020-03-18 18:09:35,LOGIN,HBA2050,LIMITED,892511
2020-03-18 18:11:05,TIMEOUT,HBA2012,LIMITED,892427
2020-03-18 18:12:07,LOGIN,HBA2075,LIMITED,892139
2020-03-18 18:12:11,TIMEOUT,HBA1819,AUTHORIZED,892131
2020-03-18 18:14:16,LOGIN,HBA1784,LIMITED,892512
2020-03-18 18:16:03,LOGIN,HBA1664,LIMITED,892241
2020-03-18 18:16:48,LOGIN,HBA1774,LIMITED,892080
2020-03-18 18:17:27,TIMEOUT,HBA1924,LIMITED,891991
2020-03-18 18:17:46,LOGOUT,HBA2050,LIMITED,892511
2020-03-18 18:19:41,LOGOUT,HBA1664,LIMITED,892241
2020-03-18 18:19:55,TIMEOUT,HBA2021,LIMITED,891664
2020-03-18 18:27:48,SYSLOGOUT,HBA1935,LIMITED,892128
2020-03-18 18:31:37,LOGIN,HBA1932,AUTHORIZED,892513
2020-03-18 18:37:51,TIMEOUT,HBA1888,AUTHORIZED,892324
2020-03-18 18:38:21,TIMEOUT,HBA2346,LIMITED,892428
2020-03-18 18:38:21,LOGIN,HBA1757,AUTHORIZED,892429
2020-03-18 18:43:34,SYSLOGOUT,HBA1890,LIMITED,892233
2020-03-18 18:45:03,TIMEOUT,HBA1784,LIMITED,892512
2020-03-18 18:50:56,TIMEOUT,HBA2172,AUTHORIZED,891985
2020-03-18 18:51:02,LOGIN,HBA1758,AUTHORIZED,892514
2020-03-18 18:51:05,LOGOUT,HBA1774,LIMITED,892080
2020-03-18 18:56:01,TIMEOUT,HBA1869,LIMITED,891992
2020-03-18 19:01:43,SYSLOGOUT,HBA2096,LIMITED,891662
2020-03-18 19:01:49,SYSLOGOUT,HBA2243,AUTHORIZED,892138
2020-03-18 19:02:37,SYSLOGOUT,HBA1850,LIMITED,892316
2020-03-18 19:08:23,TIMEOUT,HBA1757,AUTHORIZED,892429
2020-03-18 19:10:22,LOGIN,HBA2214,AUTHORIZED,892330
2020-03-18 19:11:30,LOGIN,HBA2213,AUTHORIZED,891993
2020-03-18 19:11:43,SYSLOGOUT,HBA1613,EXPRESS,891663
2020-03-18 19:21:06,TIMEOUT,HBA1758,AUTHORIZED,892514
2020-03-18 19:21:38,LOGIN,HBA1719,LIMITED,891665
2020-03-18 19:24:40,TIMEOUT,HBA2075,LIMITED,892139
2020-03-18 19:30:21,TIMEOUT,HBA1932,AUTHORIZED,892513
2020-03-18 19:33:34,SYSLOGOUT,HBA2171,LIMITED,892237
2020-03-18 19:36:35,LOGIN,HBA2076,AUTHORIZED,892430
2020-03-18 19:41:07,LOGIN,HBA1719,LIMITED,892515
2020-03-18 19:41:53,TIMEOUT,HBA2214,AUTHORIZED,892330
2020-03-18 19:42:25,LOGIN,HBA1757,AUTHORIZED,892431
2020-03-18 19:55:59,TIMEOUT,HBA1719,LIMITED,891665
2020-03-18 19:58:21,TIMEOUT,HBA2213,AUTHORIZED,891993
2020-03-18 20:01:09,SYSLOGOUT,HBA1813,LIMITED,892077
2020-03-18 20:01:48,SYSLOGOUT,HBA2346,LIMITED,892428
2020-03-18 20:07:02,TIMEOUT,HBA2076,AUTHORIZED,892430
2020-03-18 20:09:56,LOGIN,HBA1916,EXPRESS,892242
2020-03-18 20:09:57,LOGOUT,HBA1916,EXPRESS,892242
2020-03-18 20:09:59,LOGIN,HBA1916,EXPRESS,892243
2020-03-18 20:12:26,TIMEOUT,HBA1757,AUTHORIZED,892431
2020-03-18 20:18:57,TIMEOUT,HBA1719,LIMITED,892515
2020-03-18 20:37:12,LOGIN,HBA1758,AUTHORIZED,892331
2020-03-18 20:40:40,TIMEOUT,HBA1916,EXPRESS,892243
2020-03-18 20:49:12,LOGIN,HBA1916,EXPRESS,892244
2020-03-18 21:01:44,SYSLOGOUT,HBA2021,LIMITED,891664
2020-03-18 21:01:47,SYSLOGOUT,HBA1869,LIMITED,891992
2020-03-18 21:02:38,SYSLOGOUT,HBA1888,AUTHORIZED,892324
2020-03-18 21:07:16,TIMEOUT,HBA1758,AUTHORIZED,892331
2020-03-18 21:07:46,TIMEOUT,HBA1916,EXPRESS,892244
2020-03-18 21:07:48,LOGIN,HBA1916,EXPRESS,892245
2020-03-18 21:11:39,TIMEOUT,HBA2240,AUTHORIZED,892408
2020-03-18 21:11:39,LOGIN,HBA1721,LIMITED,892432
2020-03-18 21:15:29,LOGIN,HBA1664,LIMITED,891994
2020-03-18 21:30:42,LOGOUT,HBA1664,LIMITED,891994
2020-03-18 21:30:43,LOGIN,HBA1721,LIMITED,891995
2020-03-18 21:35:19,LOGIN,HBA2023,AUTHORIZED,891666
2020-03-18 21:37:16,LOGIN,HBA2240,AUTHORIZED,891996
2020-03-18 21:37:51,LOGIN,HBA1758,AUTHORIZED,892332
2020-03-18 21:48:56,LOGIN,HBA1721,LIMITED,892246
2020-03-18 21:49:25,TIMEOUT,HBA1916,EXPRESS,892245
2020-03-18 21:52:40,TIMEOUT,HBA1721,LIMITED,892432
2020-03-18 21:56:52,TIMEOUT,HBA1721,LIMITED,891995
2020-03-18 22:01:36,SYSLOGOUT,HBA1664,LIMITED,892241
2020-03-18 22:02:26,LOGIN,HBA2086,LIMITED,891997
2020-03-18 22:02:39,SYSLOGOUT,HBA2214,AUTHORIZED,892330
2020-03-18 22:04:30,LOGIN,HBA1916,EXPRESS,892247
2020-03-18 22:04:35,TIMEOUT,HBA1721,LIMITED,892246
2020-03-18 22:12:19,LOGIN,HBA1946,LIMITED,892433
2020-03-18 22:16:08,TIMEOUT,HBA1946,LIMITED,892433
2020-03-18 22:25:38,TIMEOUT,HBA2023,AUTHORIZED,891666
2020-03-18 22:34:23,TIMEOUT,HBA2086,LIMITED,891997
2020-03-18 22:34:23,LOGIN,HBA1731,LIMITED,891998
2020-03-18 22:37:33,LOGOUT,HBA2240,AUTHORIZED,891996
2020-03-18 22:41:53,LOGIN,HBA2135,LIMITED,891999
2020-03-18 22:41:53,LOGOUT,HBA2135,LIMITED,891999
2020-03-18 22:41:54,LOGIN,HBA2135,LIMITED,892000
2020-03-18 22:47:11,TIMEOUT,HBA1731,LIMITED,891998
2020-03-18 22:47:32,TIMEOUT,HBA1758,AUTHORIZED,892332
2020-03-18 22:55:03,LOGIN,HBA1758,AUTHORIZED,892333
2020-03-18 22:59:03,TIMEOUT,HBA1916,EXPRESS,892247
2020-03-18 23:01:46,SYSLOGOUT,HBA1719,LIMITED,891665
2020-03-18 23:01:50,SYSLOGOUT,HBA2213,AUTHORIZED,891993
2020-03-18 23:01:51,SYSLOGOUT,HBA1757,AUTHORIZED,892431
2020-03-18 23:03:39,LOGIN,HBA1916,EXPRESS,892248
2020-03-18 23:20:08,TIMEOUT,HBA2135,LIMITED,892000
2020-03-18 23:25:05,TIMEOUT,HBA1758,AUTHORIZED,892333
2020-03-18 23:26:51,LOGIN,HBA1758,AUTHORIZED,892334
2020-03-18 23:38:27,TIMEOUT,HBA1916,EXPRESS,892248
2020-03-18 23:49:14,LOGIN,HBA2191,LIMITED,892602
2020-03-19 00:00:34,LOGIN,HBA1932,AUTHORIZED,892603
2020-03-19 00:00:56,LOGIN,HBA2023,AUTHORIZED,891667
2020-03-19 00:00:58,LOGOUT,HBA2023,AUTHORIZED,891667
2020-03-19 00:01:14,LOGIN,HBA2023,AUTHORIZED,891668
2020-03-19 00:01:51,SYSLOGOUT,HBA1721,LIMITED,892432
2020-03-19 00:02:29,LOGIN,HBA1757,AUTHORIZED,892249
2020-03-19 00:02:51,SYSLOGOUT,HBA2086,LIMITED,891997
2020-03-19 00:15:41,SYSLOGOUT,HBA1758,AUTHORIZED,892332
2020-03-19 00:20:56,TIMEOUT,HBA2191,LIMITED,892602
2020-03-19 00:23:22,LOGIN,HBA2266,LIMITED,892140
2020-03-19 00:26:07,TIMEOUT,HBA1758,AUTHORIZED,892334
2020-03-19 00:29:07,LOGIN,HBA1684,LIMITED,892434
2020-03-19 00:44:43,LOGIN,HBA1654,LIMITED,892335
2020-03-19 00:57:33,TIMEOUT,HBA2023,AUTHORIZED,891668
2020-03-19 01:01:40,SYSLOGOUT,HBA1916,EXPRESS,892247
2020-03-19 01:01:47,SYSLOGOUT,HBA2023,AUTHORIZED,891666
2020-03-19 01:02:02,TIMEOUT,HBA2266,LIMITED,892140
2020-03-19 01:11:56,TIMEOUT,HBA1684,LIMITED,892434
2020-03-19 01:18:11,LOGIN,HBA2095,LIMITED,892604
2020-03-19 01:18:12,LOGIN,HBA2095,LIMITED,892605
2020-03-19 01:19:04,TIMEOUT,HBA1654,LIMITED,892335
2020-03-19 01:29:01,TIMEOUT,HBA1932,AUTHORIZED,892603
2020-03-19 01:38:19,LOGIN,HBA1932,AUTHORIZED,892606
2020-03-19 01:38:44,TIMEOUT,HBA2095,LIMITED,892605
2020-03-19 01:43:06,LOGIN,HBA1758,AUTHORIZED,892336
2020-03-19 01:48:29,TIMEOUT,HBA2095,LIMITED,892604
2020-03-19 01:59:34,LOGIN,HBA2023,AUTHORIZED,891669
2020-03-19 01:59:36,LOGOUT,HBA2023,AUTHORIZED,891669
2020-03-19 01:59:39,LOGIN,HBA2023,AUTHORIZED,891670
2020-03-19 02:01:42,SYSLOGOUT,HBA1916,EXPRESS,892248
2020-03-19 02:01:53,SYSLOGOUT,HBA1946,LIMITED,892433
2020-03-19 02:01:54,SYSLOGOUT,HBA2075,LIMITED,892139
2020-03-19 02:24:11,TIMEOUT,HBA1758,AUTHORIZED,892336
2020-03-19 02:24:15,LOGIN,HBA1758,AUTHORIZED,892337
2020-03-19 02:25:27,TIMEOUT,HBA1757,AUTHORIZED,892249
2020-03-19 02:54:22,TIMEOUT,HBA1932,AUTHORIZED,892606
2020-03-19 03:03:38,LOGIN,HBA2143,LIMITED,892516
2020-03-19 03:05:42,LOGOUT,HBA2143,LIMITED,892516
2020-03-19 03:12:35,LOGIN,HBA2266,LIMITED,892435
2020-03-19 03:15:19,LOGOUT,HBA2266,LIMITED,892435
2020-03-19 03:21:07,TIMEOUT,HBA2023,AUTHORIZED,891670
2020-03-19 03:39:23,LOGIN,HBA1758,AUTHORIZED,892517
2020-03-19 03:49:46,LOGIN,HBA2135,LIMITED,892607
2020-03-19 03:49:48,LOGOUT,HBA2135,LIMITED,892607
2020-03-19 03:49:55,LOGIN,HBA2135,LIMITED,892608
2020-03-19 03:56:33,LOGIN,HBA1609,EXPRESS,892436
2020-03-19 04:11:29,LOGIN,HBA1972,AUTHORIZED,892338
2020-03-19 04:19:23,TIMEOUT,HBA1609,EXPRESS,892436
2020-03-19 04:19:23,LOGIN,HBA1722,LIMITED,892437
2020-03-19 04:21:50,LOGIN,HBA2223,LIMITED,891671
2020-03-19 04:22:14,LOGIN,HBA1929,AUTHORIZED,892339
2020-03-19 04:22:38,LOGIN,HBA2023,AUTHORIZED,892340
2020-03-19 04:25:30,LOGOUT,HBA1929,AUTHORIZED,892339
2020-03-19 04:26:36,LOGIN,HBA1929,AUTHORIZED,892341
2020-03-19 04:28:29,TIMEOUT,HBA2135,LIMITED,892608
2020-03-19 04:29:47,TIMEOUT,HBA1722,LIMITED,892437
2020-03-19 04:29:47,LOGIN,HBA1807,AUTHORIZED,892438
2020-03-19 04:31:07,LOGIN,HBA1972,AUTHORIZED,892250
2020-03-19 04:53:08,LOGIN,HBA1917,AUTHORIZED,892439
2020-03-19 04:55:42,LOGIN,HBA2359,LIMITED,892440
2020-03-19 04:56:16,LOGOUT,HBA1917,AUTHORIZED,892439
2020-03-19 04:57:44,TIMEOUT,HBA2359,LIMITED,892440
2020-03-19 04:58:03,LOGIN,HBA2223,LIMITED,892081
2020-03-19 04:58:44,LOGIN,HBA1954,LIMITED,892441
2020-03-19 05:01:17,LOGIN,HBA1954,LIMITED,892082
2020-03-19 05:01:58,SYSLOGOUT,HBA1684,LIMITED,892434
2020-03-19 05:02:26,LOGIN,HBA1940,LIMITED,892141
2020-03-19 05:02:28,LOGOUT,HBA1954,LIMITED,892441
2020-03-19 05:02:34,SYSLOGOUT,HBA1719,LIMITED,892515
2020-03-19 05:02:45,LOGIN,HBA1925,LIMITED,892342
2020-03-19 05:02:54,SYSLOGOUT,HBA1932,AUTHORIZED,892606
2020-03-19 05:04:02,LOGOUT,HBA1940,LIMITED,0
2020-03-19 05:04:31,LOGOUT,HBA1940,LIMITED,0
2020-03-19 05:04:33,LOGOUT,HBA1925,LIMITED,892342
2020-03-19 05:04:43,LOGIN,HBA1925,LIMITED,892083
2020-03-19 05:05:05,LOGOUT,HBA1940,LIMITED,0
2020-03-19 05:05:27,LOGOUT,HBA1940,LIMITED,0
2020-03-19 05:05:55,LOGOUT,HBA1940,LIMITED,0
2020-03-19 05:06:28,LOGOUT,HBA1940,LIMITED,0
2020-03-19 05:06:52,LOGOUT,HBA1940,LIMITED,0
2020-03-19 05:07:15,LOGOUT,HBA1940,LIMITED,0
2020-03-19 05:08:59,LOGOUT,HBA1925,LIMITED,892083
2020-03-19 05:09:43,LOGIN,HBA1646,LIMITED,892518
2020-03-19 05:14:01,LOGIN,HBA2178,AUTHORIZED,892442
2020-03-19 05:15:30,LOGIN,HBA2309,LIMITED,892443
2020-03-19 05:18:53,TIMEOUT,HBA2223,LIMITED,891671
2020-03-19 05:21:59,LOGOUT,HBA1646,LIMITED,892518
2020-03-19 05:24:09,LOGIN,HBA2228,LIMITED,892444
2020-03-19 05:25:52,TIMEOUT,HBA2309,LIMITED,892443
2020-03-19 05:26:58,LOGIN,HBA2320,AUTHORIZED,892251
2020-03-19 05:27:37,TIMEOUT,HBA2023,AUTHORIZED,892340
2020-03-19 05:27:52,LOGOUT,HBA2228,LIMITED,892444
2020-03-19 05:27:59,LOGIN,HBA2228,LIMITED,892445
2020-03-19 05:28:21,LOGIN,HBA2228,LIMITED,892343
2020-03-19 05:29:11,LOGIN,HBA2309,LIMITED,892084
2020-03-19 05:29:25,TIMEOUT,HBA2223,LIMITED,892081
2020-03-19 05:31:54,LOGOUT,HBA2228,LIMITED,892343
2020-03-19 05:33:00,LOGOUT,HBA2309,LIMITED,892084
2020-03-19 05:34:00,LOGIN,HBA2253,AUTHORIZED,892344
2020-03-19 05:39:07,LOGIN,HBA1601,AUTHORIZED,892609
2020-03-19 05:39:18,TIMEOUT,HBA1758,AUTHORIZED,892517
2020-03-19 05:39:18,LOGIN,HBA1760,AUTHORIZED,892519
2020-03-19 05:39:49,TIMEOUT,HBA1940,LIMITED,0
2020-03-19 05:39:54,LOGIN,HBA1931,LIMITED,892446
2020-03-19 05:40:02,LOGIN,HBA1914,AUTHORIZED,892142
2020-03-19 05:40:04,LOGOUT,HBA1914,AUTHORIZED,892142
2020-03-19 05:40:12,LOGIN,HBA1914,AUTHORIZED,892143
2020-03-19 05:40:36,LOGIN,HBA2097,LIMITED,892447
2020-03-19 05:40:42,LOGIN,HBA1931,LIMITED,892448
2020-03-19 05:40:46,LOGIN,HBA1739,LIMITED,892252
2020-03-19 05:41:12,LOGIN,HBA2241,AUTHORIZED,892345
2020-03-19 05:41:31,TIMEOUT,HBA2178,AUTHORIZED,892442
2020-03-19 05:42:42,LOGIN,HBA2352,LIMITED,892520
2020-03-19 05:43:32,LOGOUT,HBA1972,AUTHORIZED,892250
2020-03-19 05:43:46,LOGIN,HBA2097,LIMITED,892085
2020-03-19 05:43:49,LOGOUT,HBA1931,LIMITED,892446
